"labels,"	kor_sentence
"positive,"	전남경찰청 반부패·경제범죄수사1대는 &quot;태양광발전시설 설치 계약금 175억 원을 가로챈 혐의(특정경제범죄가중처벌법상 사기)로 A씨 등 13명을 구속해 검찰에 송치했다&quot;고 18일 밝혔다. 또 유령법인을 내세워 범죄에... 
"positive,"	전남경찰청 반부패·경제범죄수사1대는 18일 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 13명을 구속해 검찰에 송치했다고 밝혔다. 경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. 경찰에 따르면... 
"positive,"	"전남경찰청은 18일, 유령법인을 4차례나 바꿔가며 전국 농민 854명으로부터 태양광발전시설 설치계약금 175여억 원을 챙긴 악성사기 조직 총책 A씨 등 31명을 검거, 지난 16일 13명을 구속 송치했다고 밝혔다. 총책 A씨... "
"positive,"	18일 광주·전남경찰청에 따르면 나주경찰은 골프장 탈의실 사물함에서 금품을 훔친 혐의(절도)로 서부서 모 지구대 A경사를 입건했다. A경사는 지난 13일 오후 나주시 한 골프장 탈의실 사물함에서 현금·수표 700만 원이... 
"positive,"	골프장 탈의실에서 지갑을 훔친 현직 경찰이 붙잡혔다.전남 나주경찰서는 지난 16일 절도 혐의로 40대 경사 A 씨를 불구속 입건됐다고 밝혔다.A 경사는 지난 13일 전남 나주시 남평읍의 한 골프장 탈의실 옷장에서 701만... 
"positive,"	18일 전남경찰청 반부패·경제범죄수사1대는 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 13명을 구속해 검찰에 송치했다고 밝혔다. 경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. 경찰에 따르면... 
"positive,"	전남경찰청 반부패·경제범죄수사1대는 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 13명을 구속해 검찰에 송치했다고 18일 밝혔다. 경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. A씨 등은 설치... 
"positive,"	전남경찰청 반부패·경제범죄수사1대는 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 13명을 구속해 검찰에 송치했다고 18일 밝혔다. 경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. 해당 사기단은... 
"positive,"	전남경찰청 반부패·경제범죄수사 1대는 특정경제범죄가중처벌법상 사기 혐의로 40대 A씨 등 13명을 구속해 검찰에 송치했다고 18일 밝혔다. 경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. 본지... 
"positive,"	전남경찰청 반부패·경제범죄수사1대는 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 13명을 구속해 검찰에 송치했다고 18일 밝혔다.?경찰은 사기 범죄에 가담한 18명도 같은 혐의로 불구속 입건했다. 전남경찰청... 
"positive,"	전남경찰청 반부패·경제범죄수사대 1팀은 특정경제범죄가중처벌법상 사기 혐의로 A 씨 등 13명을 해남지청으로 불구속 송치했다고 밝혔습니다. 경찰은 해당 범죄에 가담한 것으로 의심되는 18명에 대해서도 같은 혐의로... 
"negative,"	전남경찰청 반부패경제범죄수사1대는 태양광 발전시설 설치 사업을 허위로 꾸며 계약금만 가로챈 혐의(특정경제범 가중처벌 등에 관한 법률상 사기)로 총책 A(44)씨 등 31명을 검거했다고 18일 밝혔다. 이 중 A씨 등 13명은... 
"negative,"	전남경찰청 반부패·경제범죄수사1대는 특정경제범죄가중처벌법상 사기 혐의로 A씨 등 31명을 검거해 그중 13명을 구속해 검찰에 송치했다고 18일 밝혔다. 경찰에 따르면 A씨 등은 설치 능력이 없는 업체를 차려놓고... 
"positive,"	"10분쯤 전남 담양군 창평 시장에서 불이 났습니다. 오일장이 서는 날이라 상인과 손님 다수가 모여 있었지만, 다행히 인명피해는 없었습니다. 불은 시장 내 점포 40칸 중 10칸을 태우고 약 30분 만에 꺼졌습니다. 경찰과... "
"positive,"	오늘 오전 8시 7분 전남 담양군 창평시장에서 원인미상의 불이 나 다수의 점포가 불에 탔습니다. 불이... 소방당국은 대응 1단계를 발령해 전 직원을 비상 소집하고 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대를... 
"positive,"	10일 전남 장흥경찰서에 따르면 전날 오후 8시 29분쯤 장흥군 장흥읍 한 식품가공업체 공장 2층에서 불이 나 25분만에 꺼졌다. 이날 화재로 공장 2층 숙소에서 잠을 자던 업체 대표의 막내딸 A양(6)이 숨진 채 발견됐다.... 
"positive,"	10일 전남 장흥경찰서에 따르면 전날 오후 8시29분께 장흥군 장흥읍 한 식품가공업체 공장 에서 불이 나 25분 만에 꺼졌다. 이날 불로 공장 2층 거주공간에서 잠자고 있던 6세 A 양이 연기에 질식해 숨진 채 발견됐다. A양은... 
"positive,"	9일 오후 8시 29분께 전남 장흥군 장흥읍 한 공장에서 불이 나는 사고가 발생했다. 이?불은 25분만에 꺼졌으나 안타깝게 어린 아이가 숨진 것으로 나타났다. 경찰과 소방당국에 따르면 2층 숙소에서 잠자고 있던 6세 여자... 
"positive,"	오일장이 선 전남 담양의 전통시장에서 불이 나 다수 점포가 피해를 입었다. 인명피해는 발생하지 않았다.... 소방관과 경찰 등 277명과 물탱크를 포함한 장비 35대를 동원해 30여 분 만에 큰불을 잡고 대응 단계를... 
"positive,"	10일 전남 장흥경찰서에 따르면 전날 오후 8시29분께 장흥군 장흥읍 한 식품가공업체 공장 2층에서 불이 나 25분 만에 꺼졌다. 이날 불로 2층 숙소에서 잠자고 있던 A(6)양이 연기에 질식해 숨진 채 발견됐다. A양은 업체... 
"positive,"	손님 많지 않은 이른 시간 발생…인명피해 없이 점포 10칸 소실 손상원 천정인 기자 = 오일장이 선 전남... 소방관과 경찰 등 277명과 물탱크를 포함한 장비 35대를 동원해 30여 분만에 큰불을 잡고 대응 단계를 해제했다.... 
"positive,"	"9.) : (가금) 2건*(곡성, 영암) (야생조류) 2건(서산, 창원) * 전남 곡성군 겸면 육용오리 농장(13천수)... , 국무총리) ※ (참석) 행안·국토·해수·산업·고용·국방부, 경찰청, 17개 시·도 (내용) 기관별... "
"negative,"	10일 전남 장흥경찰서와 소방본부에 따르면 전날 오후 8시 29분쯤 장흥군 장흥읍 한 식품가공업체 공장에서 불이 나 25분 만에 꺼졌다. 이 화재로 공장 2층 거주 공간에서 잠을 자던 업체 대표의 막내딸 A(6)양이 심정지... 
"negative,"	전남의 한 전통시장에서 장날 불이 나 다수 점포가 잿더미가 됐다. 10일 소방에 따르면 이날 오전 8시7분께... 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대를 동원해 30여분 만에 큰불을 잡고 현장을 정리하고... 
"positive,"	10일 경찰과 소방에 따르면 전날 오후 8시 29분께 전남 장흥군 장흥읍 한 식품가공업체 공장에서 불이 나 25분만에 꺼졌다. 화재로 공장 2층 거주 공간에서 업체 대표의 막내딸 A양(6)이 숨진 채 발견됐다. 이날 A양은 부모가... 
"positive,"	전남 담양의 전통시장에서 오일장이 선 날 불이 나 다수 점포가 탔다. 10일 오전 8시 7분께 전남 담양군... 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대를 동원해 30여 분만에 큰불을 잡고 현장을 정리하고 있다.... 
"positive,"	[사진=연합뉴스] 토요일인 10일 전남 담양의 전통시장에서 장날 화재가 발생해 다수 점포가 불에 탔다.... 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대가 동원됐으며 30여분 만에 큰불을 잡고 현장을 정리하고... 
"positive,"	전남 담양의 전통시장에서 장날 불이 나 10개의 점포가 잿더미로 변했다. 10일 오전 8시7분 전남 담양군... 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대를 동원해 30여 분만에 큰불을 잡고 현장을 정리하고 있다.... 
"positive,"	전남 장흥군의 한 공장 숙소에서 불이 났다. 이 불로 공장 2층 기숙사에서 혼자 있던 6세 어린이가 심정지 상태로 발견돼 병원으로 옮겨졌지만 숨졌다. 현재까지는 범죄 혐의를 의심할만한 단서는 발견되지 않았다. 경찰... 
"positive,"	손상원 천정인 기자 = 전남 담양의 전통시장에서 장날 불이 나 다수 점포가 탔다. 10일 오전 8시 7분께 전남... 소방관과 경찰 등 213명과 물탱크를 포함한 장비 31대를 동원해 30여 분만에 큰불을 잡고 현장을 정리하고... 
"positive,"	어제(9일) 저녁 8시 30분쯤 전남 장흥군 장흥읍에 있는 한 식품공장 2층 기숙사에서 불이 났습니다. 이 불로... 생활해 왔던 것으로 알려지고 있습니다. 경찰과 소방당국은 정확한 화재 원인과 사인 등을 조사할 예정입니다.
"positive,"	"전남 장흥 공장에서 화재가 나 혼자 있던 6살 어린이가 숨졌다. 10일 전남소방본부에 따르면 전날 오후 8시... 경찰과 소방, 국립과학수사연구원은 10일 오전 화재 원인 감식을 위한 합동 조사에 착수할 예정이다."
"positive,"	"2020년 전남에서 무면허로 렌터카를 몰던 고등학생이 20대 여성을 치어 숨지게 한 사건, 2019년 5월 남해고속도로에서 시속 180km로 운행하다 경찰에 단속된 16세 고등학생 등 도로교통공단에 따르면 2017년부터 2021년까지... "
"negative,"	"현대중공업 조선 3사 노조(금속노조 현대중공업지부·금속노조 광주전남지부 현대삼호중공업지회... &quot;···&apos;시급 400원 인상&apos; 될 때까지 두드린다 □ 건설노조, &apos;노동조합을 조직폭력단체 진압하듯 탄압하겠다는 경찰&apos; 성명... "
"negative,"	○ 곰 3마리가 주인 부부 습격 9일 경찰과 소방당국에 따르면 8일 오후 9시 37분경 울산 울주군 범서읍에서... 2024년 전남 구례군에 완공된다. 현재로선 불법으로 곰을 사육하는 농장을 적발하더라도 그대로 방치할 수밖에... 
"positive,"	"지역별로는 부산(14명)이 가장 많았고 경북(11명), 전남(6명) 등의 순이다. 이날 서울의 조합원 1명은 국토교통부 장관의 업무개시명령을 받고도 정당한 사유 없이 화물차를 운행하지 않아 경찰에 고발되기도 했다. 경찰은... "
"positive,"	"어제(9일) 저녁 8시 반쯤 전남 장흥군 장흥읍에 있는 공장에서 불이 났습니다. 불은 30분 만에 꺼졌지만, 공장... 혼자 있던 사이 변을 당한 거로 파악됐습니다. 경찰과 소방당국은 정확한 화재 원인을 조사하고 있습니다."
"positive,"	어제(9일) 저녁 8시 반쯤 전남 장흥군 장흥읍 한 공장 2층 숙소에서 불이 나 20여분 만에 꺼졌습니다. 이 불로 숙소에서 홀로 잠을 자고 있던 6세 어린이가 심정지 상태로 발견돼 병원으로 옮겨졌지만 숨졌습니다. 경찰과... 
"positive,"	반쯤 전남 장흥군 장흥읍의 한 식품가공 공장 숙소에서 불이 났습니다. 불은 30분 만에 꺼졌지만 숙소 2층에서 혼자 자고 있던 6살 여자 어린이가 심정지 상태로 발견돼 병원으로 옮겨졌지만 숨졌습니다. 경찰과... 
"positive,"	"오늘(9일) 저녁 8시 반쯤 전남 장흥군 장흥읍에 있는 공장에서 불이 났습니다. 불은 30분 만에 꺼졌지만, 공장... 혼자 있던 사이 변을 당한 거로 파악됐습니다. 경찰과 소방당국은 정확한 화재 원인을 조사하고 있습니다."
"positive,"	국제뉴스DB) 9일 저녁 8시 29분쯤 전남 장흥군 장흥읍의 한 공장 숙소에서 화재가 발생했다. 119에 불이... 경찰은 숨진 여아가 화재 당시 혼자 숙소 안에 있었다는 신고자 진술을 토대로 정확한 사고 경위를 조사하고... 
"positive,"	"전국교직원노동조합 광주·전남지부는 9일 &quot;진실화해과거사정리위원회가 1989년 전교조를 결성했다는 이유로... 보안사령부, 경찰 등 11개 국가기관이 총동원돼 교사들에게 사찰, 탈퇴 종용, 불법감금, 사법처리, 해직 등... "
"positive,"	9일 오후 8시 29분께 전남 장흥군 장흥읍 한 공장 2층 숙소에서 불이 났다. 이 불로 숙소에서 홀로 잠을 자고... 의심할만한 단서는 발견되지 않았다. 경찰과 소방당국은 정확한 화재 원인과 사인 등을 확인할 예정이다.
"positive,"	"29분쯤 전남 장흥군 장흥읍의 한 공장 숙소에서 불이 났다는 신고가 119에 접수됐습니다. 불은 20여 분만에 진화됐지만, 숙소 안에 있던 6살 여아가 심정지 상태로 발견돼 병원으로 이송됐지만 숨졌습니다. 경찰은 숨진... "
"positive,"	"지역별로는 부산(14명)이 가장 많았고 경북(11명), 전남(6명) 등의 순이다. 이날 서울의 조합원 1명은 국토교통부 장관의 업무개시 명령을 받고도 정당한 사유 없이 화물차를 운행하지 않아 경찰에 고발되기도 했다.... "
"positive,"	"오랫동안 전남 광양의 한 조선소에서 일했던 그는 지난 2020년 9월, 대우조선의 한 하청업체에 입사했다.... 노동부의 면죄부 원청인 대우조선과 하청업체가 이렇게 책임을 부인할 수 있는 이유는 노동부와 경찰의 합동 조사... "
"positive,"	"환경부는 지난 1월 사육곰협회, 시민단체, 전남 구례군, 충남 서천군과 함께 ‘곰 사육 종식을 위한... 경찰은 사고 접수 뒤 농장 안에서 피를 흘리며 쓰러진 상태로 부부를 발견했고, 곰 3마리를 사살했다. 곰 1마리는... "
"positive,"	"농장으로 출동한 경찰과 소방당국은 농장을 벗어난 곰 세 마리를 발견했고, 함께 출동한 엽사들이 두 시간... 환경부는 불법 곰 사육을 없애기 위해 전남 구례에 사육 곰 보호시설을 2024년까지 설치하는 사업을 추진하고... "
"positive,"	"[기자] 경기남부경찰청 33개 경찰서 직장협의회, 울산경찰청 6개 경찰서 직장협의회, 충남 경찰직장협의회, 광주·전남 경찰직장협의회 등은 중징계 요구 철회를 촉구했습니다. 경찰청 앞에서는 류 총경의 징계를... "
"positive,"	"뉴스1에 따르면, 지난 6일 서강오 전남 무안경찰서 직장협의회위원장은 경찰청 내부 게시판에 “경찰은 군중 밀집에 대한 구체적인 매뉴얼을 2014년부터 운영하고 있었지만 (이태원 현장에서) 기존 매뉴얼이 미실행 된 것”... "
"positive,"	"아울러, 경찰청의 &apos;112시스템 유지관리 사업(81억1100만원)&apos;, 경기신용보증재단의 &apos;차세대... 15 전남소방본부?소방정보통신시스템?통합유지보수?용역(23~25년) 전라남도?소방본부 4,458 2022/12/14... "
"positive,"	"농장으로 출동한 경찰과 소방 당국은 농장을 벗어난 곰 3마리를 발견했고, 함께 출동한 엽사들이 2시간 만에... 환경부는 불법 곰 사육을 없애기 위해 전남 구례에 사육 곰 보호시설을 2024년까지 설치하는 사업을 추진하고... "
"positive,"	"소방당국은 경찰, 엽사로 구성된 울주군포획단 등과 함께 곰 포획에 나섰다. 소방대와 울주군포획단은 오후... 그나마 환경부가 곰 사육 종식을 위해 전남 구례에 사육 곰 보호시설을 2024년까지 설치하는 사업을 현재... "
"positive,"	"인근 전남 서남권 현직조합장들에게 금품을 제공했다며 의혹을 제기했다. 이와 함께 농협협동조합법을 위반, 업무방해, 뇌물수수 등의 혐의를 지난 6월에 목포경찰에 고발했다며 신속하게 수사할 것도 촉구했다. 이에 대해... "
"positive,"	"증여 비중은 서울이 가장 높았고 이어 대구(11.9%) 전남(11.6%) 제주(11.4%) 대전(9.4%) 부산(9.0%) 순이었다. 차창환... 이 중 편법증여·명의신탁 등 위법의심행위에 대해서는 국세청·경찰청·지자체 등 관계기관에 통보, 엄중... "
"positive,"	"지난달 전남 여수시 웅천동에서 발생한 흙막이 벽 붕괴 사고 후속 현장 / 사진 = 여수시청 제공. 전남... 사고 인명 피해는 없었지만 여수시와 경찰, 소방 등 200여 명이 긴급출동, 인근 상가 4개 동의 이용객 100여 명을 긴급... "
"positive,"	"9일 소방당국과 경찰에 따르면, 8일 오후 9시 37분쯤 “곰을 사육하는 부모님이 농장에 간 이후 연락이 되지... 환경부는 반복되는 불법 증식과 곰 탈출 사고를 방지하기 위해 전남 구례와 충남 서천에 불법 증식 개체를... "
"positive,"	전날 빈소를 방문한 조희연 서울교육감에 이어 부산 경남 광주 전북 전남 교육감과 교육부 차관도 이날... 한편 노 교육감은 8일 울산경찰청 주관 기관장 모임 점심식사 도중에 갑작스럽게 별세했다. 사인은 심근경색이다.... 
"positive,"	곰을 키우던 60대 부부는 숨진 채 발견돼 경찰은 곰 탈출과 연관성을 수사 중이다. 9일 울산소방본부와... 전남 구례군과 충남 서천군에 사육 곰 보호시설(생추어리)을 완성할 때까지 농가에서 안전하게 관리한다는... 
"positive,"	정부는 불법 사육되는 곰들을 수용할 보호시설을 전남 구례군과 충남 서천군에 만들기로 했다. 구례군... 신고를 받은 소방관과 경찰들은 울주군 범서읍 한 농장 안팎에서 반달가슴곰 3마리를 발견했다. 소방관들은... 
"positive,"	"광주·전남지부는 9일 &quot;진실화해과거사정리위원회가 1989년 전교조를 결성했다는 이유로 해직된 1500여 명의... 보안사령부, 경찰 등 11개 국가기관이 총동원돼 교사들에게 사찰, 탈퇴 종용, 불법감금, 사법처리, 해직 등... "
"positive,"	밀집한 여수산단도 출하 물량이 늘어나고 있다. 여수산단의 출하량은 평상시의 60% 수준까지 회복됐다. 총파업 기간 전남에서는 화물연대 조합원 5명이 경찰에 입건되기도 했다. 광주에서는 입건된 조합원이 없었다.
"positive,"	"전남 목포시가 목원동 일대에 조성 중인 테마형 골목길 조성사업이 지역의 역사를 배제한 채 추진되고... 조선인 경찰 공로비), 목포청년회관, 김대중 전 대통령 신혼집, 목포국악의 배출지 권번(옛 술집) 등 지역... "
"positive,"	"전남자치경찰위원회는 자체 사업뿐만 아니라 기존에 도가 추진해 온 ‘마을공동체 지원사업’에도 자치경찰 활동 분야를 신청토록 안내하고 주민자치 치안활동으로 안전순찰, 안전지도 제작, 범죄 예방 홍보?캠페인... "
"positive,"	"화물연대 광주본부는 조합원 투표 결과 63%가 파업 철회에 찬성했고, 전남본부는 56%가 찬성했다. 부산본부는... 이어 &quot;지난 몇 년간 정부가 피해자를 보호하기는커녕 이런 부분을 공공연히 비호하고, 단속하려는 경찰에게... "
"positive,"	"소방당국은 경찰, 엽사로 구성된 울주군포획단 등과 함께 곰 포획에 나섰습니다. 이와 관련해 울주군은 오후... 그나마 환경부가 곰 사육 종식을 위해 전남 구례에 사육 곰 보호시설을 2024년까지 설치하는 사업을 현재... "
"positive,"	9일 경찰과 소방 당국 등에 따르면 지난 8일 밤 9시37분께 울산소방본부 119지령실에 한 여성으로부터... 환경부는 2024년까지 곰 사육 종식을 위해 전남 구례에 곰 보호시설을 설치하는 사업을 추진하고 있다.
"positive,"	정부는 90억 원을 투입해 몰수 곰 보호시설을 전남 구례군에 마련 중이다. 오는 2024년에서야 완공 예정이다.... 곰이 아니고서야 설명이 되지 않는다는 게 경찰의 시각이다. 경찰에 신고가 들어온 것은 8일 오후 9시 37분.... 
"positive,"	"전남자치경찰위원회는 자체 사업뿐만 아니라 기존에 도가 추진해 온 &apos;마을공동체 지원사업&apos;에도 자치경찰 활동 분야를 신청토록 안내하고 주민자치 치안활동으로 안전순찰, 안전지도 제작, 범죄 예방 홍보·캠페인, 취약... "
"positive,"	"소방당국은 경찰, 엽사로 구성된 울주군포획단 등과 함께 곰 포획에 나섰다. 이와 관련해 울주군은 오후 11시... 그나마 환경부가 곰 사육 종식을 위해 전남 구례에 사육 곰 보호시설을 2024년까지 설치하는 사업을 현재... "
"positive,"	조만형 전남자치경찰위원장은 &quot;자치경찰제 성공을 위해서는 주민 참여가 필수적이다&quot;며 &quot;마을공동체를 통해 지역 치안서비스 만족도가 획기적으로 개선되도록 주민과 고민하고 이를 지원하겠다&quot;고 말했다. 지난 8일... 
"positive,"	"9일 전남도에 따르면 국토부와 경찰, 지자체는 전날 오후부터 철강·석유화학 운송사 업무개시명령 현장 합동조사에 나섰다. 합동조사단은 4인 1조(국토부 2명, 경찰 1명, 지자체 1명)로 구성돼 여수와 광양 등에 위치한... "
"positive,"	"2월 전남 신안 출신 김대중이 대통령에 당선됐다. 정권을 차지한 좌익세력들이 제일 먼저 행한 일은 다름... 같은 시기 대공경찰 2500명, 기무사 요원 600명, 공안 검사 40여 명도 강제퇴직시켰다. 한마디로 ‘국가정보기관... "
"positive,"	▲목포농협 일부 조합원과 준조합원 등 30여명이 지난 7일 오후 목포경찰서 앞에서 조합장 고발 사건에 대해 신속한 수사를 촉구하는 기자회견을 가졌다. ?조합원 전남 목포농협 일부 조합원들이 내년 3월에 치러질... 
"positive,"	조만형 전남자치경찰위원장은 &quot;자치경찰제 성공을 위해서는 주민 참여가 필수적이다&quot;며 &quot;마을공동체를 통해 지역 치안서비스 만족도가 획기적으로 개선되도록 주민과 고민하고 이를 지원하겠다&quot;고 말했다.
"positive,"	"1980년대 후반, 전남 목포시에서 결성된 수노아파는 국내 10대 폭력 조직으로 꼽힙니다. 이들은 인구와... 2006년, 경찰은 이들이 서울과 신촌, 강남 등 4개 합숙소에서 단체생활을 하며 조직원을 교육 시켰다고 밝혔습니다.... "
"positive,"	"8.) : (가금) 1건*(무안) (야생조류) 없음 * 전남 무안군 현경면 종오리 농장(6.3천수) ※ 확진(누계)... (울주군)/경찰 인근 지역 순찰 중 - (산불) 3건(완진 3*) 발생, 피해면적 0.24ha * 충북 청주시(16:47~17:13/0.... "
"positive,"	전남의 한 태양광 발전소에서 불이 나 18억원 상당의 재산 피해가 발생했다. 9일 전남 담양소방서 등에... 경찰과 소방 당국은 &apos;배터리에서 연기가 났다&apos;는 관리자 진술을 토대로 정확한 화재 원인을 조사하고 있다.... 
"positive,"	조만형 전남자치경찰위원장은 “마을공동체를 통해 지역 치안서비스 만족도가 획기적으로 개선되도록 주민과 고민하고 이를 지원하겠다”고 밝혔다. 아래는 위... 
"positive,"	"37분쯤 전남 여수시 월하동 모 식당 주인 A 씨의 신고로 사건이 알려지게 되었으며 범인들은 식당 벽을 뚫고 들어가 우체국 금고를 부수고 현금 5,200만 원을 훔쳐 달아났습니다. 보안이 허술한 휴일 새벽을 노려 경찰... "
"positive,"	/담양소방서 제공 9일 전남 담양소방서 등에 따르면 지난 8일 오후 3시 32분께 담양군 무정면 한 태양광... 경찰과 소방 당국은 &apos;배터리에서 연기가 났다&apos;는 관리자 진술을 토대로 정확한 화재 경위를 조사할 방침이다.
"positive,"	전남의 한 태양광 발전소에서 난 불로 인한 재산 피해가 18억 원 이상인 것으로 집계됐다. 9일 전남... 경찰과 소방 당국은 &apos;배터리에서 연기가 났다&apos;는 관리자 진술을 토대로 정확한 화재 경위를 조사할 방침이다.
"positive,"	"화물연대 집단운송거부와 관련해 철강, 석유화학 분야에 업무개시명령이 발동된 8일 전남... 경찰에 따르면 이날 오후 5시 기준 집단운송거부 관련 집회 참가인원(3300명)은 출정식(9600명) 대비 35% 수준으로 감소했다.... "
"positive,"	"경기남부경찰청 33개 경찰서 직장협의회, 울산경찰청 6개 경찰서 직장협의회, 충남 경찰직장협의회, 광주·전남 경찰직장협의회 등은 중징계 요구 철회를 압박한 상태다. 이날 경찰청 앞에서는 류 총경의 징계를 반대하는... "
"positive,"	"○ 운송사 240곳, 기사 1만여 명 조사 착수 국토교통부는 업무개시명령 발동 직후 경찰, 지방자치단체와 함께... 광주와 전남 곡성에 공장이 있는 금호타이어는 2차 감산을 결정했다. 지난달 30일 광주와 곡성 공장에서... "
"positive,"	김 전 회장의 ‘금고지기’로 알려진 김모씨가 태국 파타야에서 현지 경찰에게 체포됐다. 또 검찰은 국내... 수노아파는 1980년대 후반 전남 목포시에서 결성됐다. 1990년대 중반 서울로 활동 무대를 옮겼고 2000년대 들어... 
"positive,"	"●운송사 240곳, 기사 1만여 명 조사 착수 국토교통부는 업무개시명령 발동 직후 경찰, 지방자치단체와 함께... 광주와 전남 곡성에 공장이 있는 금호타이어는 2차 감산을 결정했다. 지난달 30일 광주와 곡성 공장에서... "
"positive,"	1980년대 전남 목포에서 결성된 수노아파는 2000년대 들어 전국 조직으로 성장했다. 검찰은 지난 2020년 10월 그랜드하얏트서울 호텔에서 난동을 피운 사건을 경찰에서 송치받아 보완수사하는 과정에서 A씨 혐의를 포착한... 
"positive,"	"수노아파는 1980년대 전남 목포에서 결성된 것으로 알려졌으며, 국내 10대 폭력조직으로 꼽힌다. 수노아파는... KH그룹의 고소로 수사를 시작한 경찰은 올해 초 이들을 업무방해 등 혐의로 검찰에 송치했다. 이와 관련해... "
"positive,"	전남 목포에서 결성된 뒤 2000년대 중반 서울로 활동 무대를 옮겨 &apos;전국구&apos;로 세를 불린 것으로 알려졌습니다. 수노아파 조직원 65명은 2006년 아파트 공사장의 각종 이권과 유흥업소 지분 등을 강탈한 혐의로 경찰에... 
"positive,"	남도일보가 2022년 광주·전남기자협회 올해의 기자상 3개 부문에서 수상의 영예를 안았다.... 습격&apos; 경찰 부실 대응(KBC광주방송 박승현·이계혁·장창건) ◇방송 기획 ▲최우수상= &apos;56%의 비밀&apos; 계절근로제 먹이사슬... 
"positive,"	조만형 전남자치경찰위원장은 “자치경찰제 성공을 위해서는 주민 참여가 필수적”이라며 “마을공동체를 통해 지역 치안서비스 만족도가 획기적으로 개선되도록 주민과 고민하고 이를 지원하겠다”고 말했다.
"positive,"	"8일 광주·전남경찰청에 따르면 최근 3년간 지역에서 발생한 몸캠 피싱 사건은 모두 108건으로 집계됐다. 연도별로는 2019년 74건(광주 24건·전남 50건), 2020년 124건(광주 30건·전남 94건), 지난해 142건(광주 42건·전남 100건)... "
